Id,TARGET_5Yrs
0,0.7787206534034586
1,0.7460767021701697
2,0.9319902238007409
3,0.9443400997442688
4,0.8080899081189756
5,0.9168928289908775
6,0.7232082829180356
7,0.7895628453099381
8,0.8346091302715131
9,0.7914510711851038
10,0.8267627352832291
11,0.924214236853028
12,0.8254964822622347
13,0.9302785777723839
14,0.9437891506982049
15,0.9461004726322544
16,0.9444359099012566
17,0.8189620990490094
18,0.7583779076186922
19,0.9238021046268771
20,0.9763490205758496
21,0.9803205034808322
22,0.9006867102485975
23,0.7233151531512149
24,0.9185540869816005
25,0.9330208832912641
26,0.911957412211539
27,0.9614449377976563
28,0.9164183875341677
29,0.8758466601169888
30,0.8629943339461721
31,0.7976109690720663
32,0.7511275826814158
33,0.6822318360288466
34,0.6513206132772171
35,0.7366334439171347
36,0.7342889953813958
37,0.8208368083026508
38,0.8449245198933103
39,0.9571640294954865
40,0.962625390680368
41,0.7755960291209443
42,0.7961015820607473
43,0.8374911365429442
44,0.8975258499830067
45,0.9044465009370672
46,0.8462087790625521
47,0.8086876837153528
48,0.7597720030877432
49,0.7963214407392705
50,0.7885591933707481
51,0.8487081400797051
52,0.9351213769218312
53,0.5744308195603092
54,0.9570594082311991
55,0.8461640358170114
56,0.8931541160172587
57,0.7561370759560769
58,0.9112305830309039
59,0.9770253333602847
60,0.9424432776189213
61,0.8794883964769209
62,0.8110913955565384
63,0.9633060064957399
64,0.9027688045493523
65,0.614387234934907
66,0.8468568886899623
67,0.6551649812664748
68,0.6795675980278885
69,0.8361570304937096
70,0.9646192188219873
71,0.9420185544139006
72,0.8455622584092458
73,0.7714213934385896
74,0.8401556307991241
75,0.8638814058113039
76,0.7158675309625793
77,0.8824120810210587
78,0.8956968331465323
79,0.9473024363081014
80,0.9162286024768495
81,0.8999503466329887
82,0.907163175777431
83,0.7348891670963972
84,0.7129826684657945
85,0.451797744409622
86,0.7978457200771317
87,0.8117441051401969
88,0.7034188493350867
89,0.8476325451340295
90,0.9451720547853685
91,0.6874781237910215
92,0.9437390554994426
93,0.9573920790377418
94,0.877991144396138
95,0.9489763036241042
96,0.9696374463426178
97,0.9465749922453318
98,0.7637129396706334
99,0.9040032620954946
100,0.852501948237522
101,0.928012204805207
102,0.9496765814676135
103,0.8658069035621038
104,0.9038561555222269
105,0.9275307167453672
106,0.9344064227638912
107,0.6424651662881485
108,0.9262797689239926
109,0.7323337854175823
110,0.9663060335875168
111,0.8603589374987662
112,0.6274516826432343
113,0.9496891555003797
114,0.8794241152804919
115,0.9707894527505643
116,0.8292138476078158
117,0.6793553742300732
118,0.8053667626537918
119,0.7627103469926263
120,0.9399342861967912
121,0.7604961036913638
122,0.9610220092385243
123,0.9274500310539797
124,0.8863764128702574
125,0.9454393505028564
126,0.8126565820723676
127,0.8974760200857186
128,0.9280977273818998
129,0.781890850458752
130,0.8260289081864625
131,0.9509805650710431
132,0.7886472536707161
133,0.8556928765925073
134,0.8422479726724013
135,0.8609711048131861
136,0.920585244635012
137,0.9226614814971175
138,0.8881879764524288
139,0.7163898731098831
140,0.9495399193921233
141,0.9266474274515188
142,0.7698454610150337
143,0.7477008786226007
144,0.7055940351152958
145,0.8853153026937675
146,0.6611085826711088
147,0.7576019576586597
148,0.9472241741654439
149,0.696714956296081
150,0.9265292012342158
151,0.8716567512760315
152,0.8032264258008883
153,0.9088386841132832
154,0.8963855958821392
155,0.9286834172263879
156,0.6299642694990432
157,0.8732377348780386
158,0.9613381216387992
159,0.6716994796956118
160,0.7196546642161342
161,0.9508982506440898
162,0.7193155949509306
163,0.7373812606987225
164,0.8855409730678524
